"FurnisherName","Address","City","State","Zip","PhoneNumber","vextension","AccountCardType","vnote"
"NCCINC/LEE HYUNDAI OF",null,null,null,null,null,null,null,null
"NCCINC/LEXUS OF WESLEY",null,null,null,null,null,null,null,null
"NCCINC/LIBERTY TOYOTA",null,null,null,null,null,null,null,null
"NCCINC/LOWE TOYOTA OF",null,null,null,null,null,null,null,null
"NCCINC/LUNDGREN HONDA",null,null,null,null,null,null,null,null
"NCCINC/MASERATI ALFA R",null,null,null,null,null,null,null,null
"NCCINC/MATTHEWS FORD N",null,null,null,null,null,null,null,null
"NCCINC/MAZDA OF MIDLAN",null,null,null,null,null,null,null,null
"NCCINC/MCLARTY DANIEL",null,null,null,null,null,null,null,null
"NCCINC/METRO FORD OF O",null,null,null,null,null,null,null,null
"NCCINC/MIKE CALVERT TO",null,null,null,null,null,null,null,null
"NCCINC/MILOSCHS PALACE",null,null,null,null,null,null,null,null
"NCCINC/MILTON RUBEN CH",null,null,null,null,null,null,null,null
"NCCINC/MINI OF WESLEY",null,null,null,null,null,null,null,null
"NCCINC/MORGAN BUICK GM",null,null,null,null,null,null,null,null
"NCCINC/MURDOCK HYUNDAI",null,null,null,null,null,null,null,null
"NCCINC/NAPLETONS PALM",null,null,null,null,null,null,null,null
"NCCINC/NISSAN OF CLEAR",null,null,null,null,null,null,null,null
"NCCINC/NORTHWEST CHEVR",null,null,null,null,null,null,null,null
"NCCINC/ORR TOYOTA",null,null,null,null,null,null,null,null
"NCCINC/PARKS FORD OF W",null,null,null,null,null,null,null,null
"NCCINC/PARKS LINCOLN O",null,null,null,null,null,null,null,null
"NCCINC/PAT LOBB S TOYO",null,null,null,null,null,null,null,null
"NCCINC/PITRE KIA OF LA",null,null,null,null,null,null,null,null
"NCCINC/PLUG IN AUTO",null,null,null,null,null,null,null,null
"NCCINC/POHANKA HONDA O",null,null,null,null,null,null,null,null
"NCCINC/PORTERVILLE CHR",null,null,null,null,null,null,null,null
"NCCINC/PRESTIGE AUTO G",null,null,null,null,null,null,null,null
"NCCINC/PURE COUNTRY CH",null,null,null,null,null,null,null,null
"NCCINC/RALLY KIA",null,null,null,null,null,null,null,null
"NCCINC/RED MCCOMBS TOY",null,null,null,null,null,null,null,null
"NCCINC/REED-LALLIER CH",null,null,null,null,null,null,null,null
"NCCINC/RICK CASE HYUND",null,null,null,null,null,null,null,null
"NCCINC/RIVER OAKS HYUN",null,null,null,null,null,null,null,null
"NCCINC/ROBBINS NISSAN",null,null,null,null,null,null,null,null
"NCCINC/ROBERT LOEHR CH",null,null,null,null,null,null,null,null
"NCCINC/ROGERS AUTO GRO",null,null,null,null,null,null,null,null
"NCCINC/ROSEVILLE CHEVR",null,null,null,null,null,null,null,null
"NCCINC/SAMES BASTROP F",null,null,null,null,null,null,null,null
"NCCINC/SAMES CORPUS CH",null,null,null,null,null,null,null,null
"NCCINC/SCOTT CLARK NIS",null,null,null,null,null,null,null,null
"NCCINC/SETH WADLEY CHE",null,null,null,null,null,null,null,null
"NCCINC/SETH WADLEY FOR",null,null,null,null,null,null,null,null
"NCCINC/SMITH SOUTH PLA",null,null,null,null,null,null,null,null
"NCCINC/SOUTHERN BUICK",null,null,null,null,null,null,null,null
"NCCINC/STRONG VOLKSWAG",null,null,null,null,null,null,null,null
"NCCINC/SUNRISE VW OF F",null,null,null,null,null,null,null,null
"NCCINC/SWANTYS CHRYSLE",null,null,null,null,null,null,null,null
"NCCINC/TEAM KIA OF EL",null,null,null,null,null,null,null,null
"NCCINC/TOYOTA OF IRVIN",null,null,null,null,null,null,null,null
"NCCINC/TRI-LAKES MOTOR",null,null,null,null,null,null,null,null
"NCCINC/UNIVERSAL TOYOT",null,null,null,null,null,null,null,null
"NCCINC/VANGAURD KIA OF",null,null,null,null,null,null,null,null
"NCCINC/VANN DODGE CHRY",null,null,null,null,null,null,null,null
"NCCINC/VAUGHN CHEVROLE",null,null,null,null,null,null,null,null
"NCCINC/VOLKSWAGEN LAND",null,null,null,null,null,null,null,null
"NCCINC/WARNER ROBINS C",null,null,null,null,null,null,null,null
"NCCINC/WINTER CHEVROLE",null,null,null,null,null,null,null,null
"NCCINC/WOODHOUSE BUICK",null,null,null,null,null,null,null,null
"NCCINC/WOODHOUSE CHRYS",null,null,null,null,null,null,null,null
"NCCINC/WOODHOUSE FORD",null,null,null,null,null,null,null,null
"NCCINC/WOODHOUSE NISSA",null,null,null,null,null,null,null,null
"NCD FINANCIAL LLC",null,null,null,null,null,null,null,null
"ND HOUSING FINANCE AGE",null,null,null,null,null,null,null,null
"NEBRASKA CU",null,null,null,null,null,null,null,null
"NEBRASKA FURNITURE M",null,null,null,null,null,null,null,null
"NEBRASKA FURNITURE MAR",null,null,null,null,null,null,null,null
"NEEDHAM/RECF",null,null,null,null,null,null,null,null
"NEIGHBORHOOD MORTGAG",null,null,null,null,null,null,null,null
"NEIGHBORHOOD MORTGAGE",null,null,null,null,null,null,null,null
"NEIGHBORS BA",null,null,null,null,null,null,null,null
"NEIGHBORS CREDIT UNION",null,null,null,null,null,null,null,null
"NEIGHBORS CU",null,null,null,null,null,null,null,null
"NEIGHBORS FEDERAL CRED",null,null,null,null,null,null,null,null
"NEILL\\'S WHEELS, LLC",null,null,null,null,null,null,null,null
"NELNET",null,null,null,null,null,null,null,null
"NELNET LNS",null,null,null,null,null,null,null,null
"NELNET LOAN SERVICES",null,null,null,null,null,null,null,null
"NELNET LOAN SERVICIN",null,null,null,null,null,null,null,null
"NELNET LOANS",null,null,null,null,null,null,null,null
"NELSON MAZDA",null,null,null,null,null,null,null,null
"NET CREDIT",null,null,null,null,null,null,null,null
"NETCREDIT",null,null,null,null,null,null,null,null
"NETCREDIT/RB",null,null,null,null,null,null,null,null
"NETCREDIT/REPUBLIC BAN",null,null,null,null,null,null,null,null
"NETWORK CAPI",null,null,null,null,null,null,null,null
"NETWORK CR S",null,null,null,null,null,null,null,null
"NETWORK FUND",null,null,null,null,null,null,null,null
"NEW AMERICAN",null,null,null,null,null,null,null,null
"NEW AMERICAN FUNDING",null,null,null,null,null,null,null,null
"NEW AUBURN FEDERAL C",null,null,null,null,null,null,null,null
"NEW BRIDGE BANK",null,null,null,null,null,null,null,null
"NEW CITY FUNDING CORP",null,null,null,null,null,null,null,null
"NEW CREDIT AMERICA L",null,null,null,null,null,null,null,null
"NEW CREDIT AMERICA/CRO",null,null,null,null,null,null,null,null
"NEW WASHINGT",null,null,null,null,null,null,null,null
"NEW WASHINGTON STATE",null,null,null,null,null,null,null,null
"NEW WAVE CARD/WEBBANK/",null,null,null,null,null,null,null,null
"NEW YORK COMMUNITY BAN",null,null,null,null,null,null,null,null
"NEWBRIDGE BANCORP",null,null,null,null,null,null,null,null
"NEWDAY FIN LLC/SERVICE",null,null,null,null,null,null,null,null
"NEWPORT ACCEPTANCE",null,null,null,null,null,null,null,null
"NEWREZ LLC",null,null,null,null,null,null,null,null
"NEWTON FEDERAL BANK",null,null,null,null,null,null,null,null
"NFTY DOOR LLC",null,null,null,null,null,null,null,null
"NH FEDERAL CREDIT UN",null,null,null,null,null,null,null,null
"NICHOLAS FIN",null,null,null,null,null,null,null,null
"NICHOLAS FINANCE COR",null,null,null,null,null,null,null,null
"NICK MAYER L",null,null,null,null,null,null,null,null
"NICK MAYERS",null,null,null,null,null,null,null,null
"NIH FCU",null,null,null,null,null,null,null,null
"NISSAN ACCEPTANCE CO",null,null,null,null,null,null,null,null
"NISSAN MOTOR",null,null,null,null,null,null,null,null
"NISSAN MOTOR ACCEPTANC",null,null,null,null,null,null,null,null
"NISSAN OF BA",null,null,null,null,null,null,null,null
"NISSAN OF BAKERSFIEL",null,null,null,null,null,null,null,null
"NISSAN OF CL",null,null,null,null,null,null,null,null
"NISSAN OF OM",null,null,null,null,null,null,null,null
"NISSAN OF SA",null,null,null,null,null,null,null,null
"NISSAN-INFINITI LT",null,null,null,null,null,null,null,null
"NJ HIGH ED",null,null,null,null,null,null,null,null
"NJ HIGHER EDUCATION",null,null,null,null,null,null,null,null
"NM MEXICO EDUCATIONAL",null,null,null,null,null,null,null,null
"NM MTG FINANCE AUTHORI",null,null,null,null,null,null,null,null
"NMAC",null,null,null,null,null,null,null,null
"NO ISLAND FIN CREDIT U",null,null,null,null,null,null,null,null
"NO MISSISSIPPI HLTH",null,null,null,null,null,null,null,null
"NOBLE CU/FRESNO CNTY F",null,null,null,null,null,null,null,null
"NODAWAY VLY",null,null,null,null,null,null,null,null
"NOIC,INC THE NORTHERN",null,null,null,null,null,null,null,null
"NOR ISL CU",null,null,null,null,null,null,null,null
"NORCO MANAGEMENT CO.",null,null,null,null,null,null,null,null
"NORDSTROM/TD BANK USA",null,null,null,null,null,null,null,null
"NORTH AMERICAN SAVINGS",null,null,null,null,null,null,null,null
"NORTH CASCADES NATIO",null,null,null,null,null,null,null,null
"NORTH COAST",null,null,null,null,null,null,null,null
"NORTH COAST CREDIT UNI",null,null,null,null,null,null,null,null
"NORTH CORPUS CHRISTI",null,null,null,null,null,null,null,null
"NORTH GEORGIA FORD I",null,null,null,null,null,null,null,null
"NORTH IOWA COMM CRED",null,null,null,null,null,null,null,null
"NORTH ISLAND FEDERAL",null,null,null,null,null,null,null,null
"NORTH ISLAND FINANCI",null,null,null,null,null,null,null,null
"NORTH PARK C",null,null,null,null,null,null,null,null
"NORTH PARK CHEVROLET",null,null,null,null,null,null,null,null
"NORTH STATE ACCEPTAN",null,null,null,null,null,null,null,null
"NORTH STATE ACCEPTANCE",null,null,null,null,null,null,null,null
"NORTHEAST CREDIT UNION",null,null,null,null,null,null,null,null
"NORTHEASTERN CR/SVC",null,null,null,null,null,null,null,null
"NORTHERN STATE BANK",null,null,null,null,null,null,null,null
"NORTHGATE LINCOLN ME",null,null,null,null,null,null,null,null
"NORTHPARK COMM CU",null,null,null,null,null,null,null,null
"NORTHPOINTE BANK",null,null,null,null,null,null,null,null
"NORTHSIDE FEDERAL CR",null,null,null,null,null,null,null,null
"NORTHSIDE L FEDERAL",null,null,null,null,null,null,null,null
"NORTHTOWNE A",null,null,null,null,null,null,null,null
"NORTHWEST BANK",null,null,null,null,null,null,null,null
"NORTHWEST BK",null,null,null,null,null,null,null,null
"NORTHWEST BN",null,null,null,null,null,null,null,null
"NORTHWEST CH",null,null,null,null,null,null,null,null
"NORTHWEST COMMUNITY CU",null,null,null,null,null,null,null,null
"NORTHWEST FCU",null,null,null,null,null,null,null,null
"NORTHWEST FEDERAL CR",null,null,null,null,null,null,null,null
"NORTHWEST FEDERAL SA",null,null,null,null,null,null,null,null
"NORTHWEST GEORGIA CR",null,null,null,null,null,null,null,null
"NORTHWESTERN BANK",null,null,null,null,null,null,null,null
"NORTHWESTERN MORTGAGE",null,null,null,null,null,null,null,null
"NORTHWOODS CREDIT UN",null,null,null,null,null,null,null,null
"NORTHWOODS CREDIT UNIO",null,null,null,null,null,null,null,null
"NORTHWOODS CU",null,null,null,null,null,null,null,null
"NORTHWOODS STATE BAN",null,null,null,null,null,null,null,null
"NORTHWOODSCU",null,null,null,null,null,null,null,null
"NOUVEAU RESORTS CORPOR",null,null,null,null,null,null,null,null
"NOVA SOUTHEASTERN UN",null,null,null,null,null,null,null,null
"NOWCOM/ALOHA AUTO DEPO",null,null,null,null,null,null,null,null
"NOWCOM/ALPHA AND OMEGA",null,null,null,null,null,null,null,null
"NOWCOM/AMERICAN CHAMPI",null,null,null,null,null,null,null,null
"NOWCOM/AR AUTO SALES L",null,null,null,null,null,null,null,null
"NOWCOM/AUTO SPEED INC",null,null,null,null,null,null,null,null
"NOWCOM/AUTO ZOOM 916",null,null,null,null,null,null,null,null
"NOWCOM/AUTOSMART OF DE",null,null,null,null,null,null,null,null
"NOWCOM/AUTOVALLEY",null,null,null,null,null,null,null,null
"NOWCOM/BAVARIAN AUTO G",null,null,null,null,null,null,null,null
"NOWCOM/EXCEL MOTORS",null,null,null,null,null,null,null,null
"NOWCOM/FAMILY AUTO SAL",null,null,null,null,null,null,null,null
"NOWCOM/HORIZON AUTO SA",null,null,null,null,null,null,null,null
"NOWCOM/INFINITE ROUTES",null,null,null,null,null,null,null,null
"NOWCOM/J & J FREIGHT L",null,null,null,null,null,null,null,null
"NOWCOM/M & A AUTO SALE",null,null,null,null,null,null,null,null
"NOWCOM/M&S AUTO",null,null,null,null,null,null,null,null
"NOWCOM/MAPLE LEAF MOTO",null,null,null,null,null,null,null,null
"NOWCOM/MONTEMOTORS LLC",null,null,null,null,null,null,null,null
"NOWCOM/NATIONAL AUTO M",null,null,null,null,null,null,null,null
"NOWCOM/NORCO AUTOLAND",null,null,null,null,null,null,null,null
"NOWCOM/RELINAT FINANCI",null,null,null,null,null,null,null,null
"NOWCOM/RHINO MOTORS",null,null,null,null,null,null,null,null
"NOWCOM/TAILGATE MOTOR",null,null,null,null,null,null,null,null
"NOWCOM/TEXAS PREMIER M",null,null,null,null,null,null,null,null
"NOWCOM/THE CAR SHOP",null,null,null,null,null,null,null,null
"NOWCOM/TRIPOLI GROUP I",null,null,null,null,null,null,null,null
"NOWCOM/WESTERN FUNDING",null,null,null,null,null,null,null,null
"NOWCOM/WESTLAKE FINANC",null,null,null,null,null,null,null,null
"NP US MORTGA",null,null,null,null,null,null,null,null
"NR/SMS/CAL",null,null,null,null,null,null,null,null
"NRH AUTOPLEX, LLC",null,null,null,null,null,null,null,null
"NRTHSTAR SYS",null,null,null,null,null,null,null,null
"NSTAR/COOPER",null,null,null,null,null,null,null,null
"NTB/CBNA",null,null,null,null,null,null,null,null
"NTL CRDT SYS",null,null,null,null,null,null,null,null
"NUMARK CREDIT UNION",null,null,null,null,null,null,null,null
"NUMERICA CREDIT UNIO",null,null,null,null,null,null,null,null
"NUMERICA CREDIT UNION",null,null,null,null,null,null,null,null
"NUSENDA CREDIT UNION",null,null,null,null,null,null,null,null
"NUSENDA FCU",null,null,null,null,null,null,null,null
"NUTMEG STATE FINANCIAL",null,null,null,null,null,null,null,null
"NUVELL CREDIT COMPAN",null,null,null,null,null,null,null,null
"NUVISION FCU",null,null,null,null,null,null,null,null
"NUVISION FEDERAL CRE",null,null,null,null,null,null,null,null
"NVR MORTGAGE",null,null,null,null,null,null,null,null
"NVR MORTGAGE FINANCE I",null,null,null,null,null,null,null,null
"NW BANK FKA NW SAVNGS",null,null,null,null,null,null,null,null
"NWFCU",null,null,null,null,null,null,null,null
"NWOODSTATE",null,null,null,null,null,null,null,null
"NY TEAM FEDERAL CR U",null,null,null,null,null,null,null,null
"NY TEAM FEDERAL CRED",null,null,null,null,null,null,null,null
"NYLE MAXWELL",null,null,null,null,null,null,null,null
"NYLE MAXWELL OF TAYL",null,null,null,null,null,null,null,null
"NYNJ1 LLC",null,null,null,null,null,null,null,null
"NYS OTDA",null,null,null,null,null,null,null,null
"O R N L EMPLOYEES CR",null,null,null,null,null,null,null,null
"O REILLY AUT",null,null,null,null,null,null,null,null
"OAG CHILD SU",null,null,null,null,null,null,null,null
"OAKSTAR BANK",null,null,null,null,null,null,null,null
"OBRIEN FORD",null,null,null,null,null,null,null,null
"OCALA COMMUNITY CRED",null,null,null,null,null,null,null,null
"OCALA COMMUNITY CU",null,null,null,null,null,null,null,null
"OCCU CARD SRVCS/OREGON",null,null,null,null,null,null,null,null
"OCCUCARD",null,null,null,null,null,null,null,null
"OCEAN 22 CAPITAL LLC/",null,null,null,null,null,null,null,null
"OCEAN BEACH CLUB",null,null,null,null,null,null,null,null
"OCEAN BEACH CLUB LLC",null,null,null,null,null,null,null,null
"OCEAN BLUE Y",null,null,null,null,null,null,null,null
"OCEAN BLUE YACHT SAL",null,null,null,null,null,null,null,null
"OCEAN SUBARU",null,null,null,null,null,null,null,null
"OCEANAIR FEDERAL CRE",null,null,null,null,null,null,null,null
"OCEANAIR FEDERAL CRED/",null,null,null,null,null,null,null,null
"OCEANAIRFC",null,null,null,null,null,null,null,null
"OCEANBCHCLUB",null,null,null,null,null,null,null,null
"OCEANCLUBVACATION/HGV",null,null,null,null,null,null,null,null
"OCTANE LENDING",null,null,null,null,null,null,null,null
"OCTANE LENDING/FIRST C",null,null,null,null,null,null,null,null
"OCTANE OUTLE",null,null,null,null,null,null,null,null
"OCWEN LOAN",null,null,null,null,null,null,null,null
"OCWEN LOAN SERVICING",null,null,null,null,null,null,null,null
"OCWEN LOAN SERVICING L",null,null,null,null,null,null,null,null
"OFFICE DEPOT/CBNA",null,null,null,null,null,null,null,null
"OFFICE OF THE ATTY GEN",null,null,null,null,null,null,null,null
"OGTC/CONCORD",null,null,null,null,null,null,null,null
"OHIO DEPT OF HUMAN S",null,null,null,null,null,null,null,null
"OHIO HEALTHCARE FCU",null,null,null,null,null,null,null,null
"OHIO HEALTHCARE FEDE",null,null,null,null,null,null,null,null
"OIS/RASH CURTIS AND AS",null,null,null,null,null,null,null,null
"OIS/WILKES TELEPHONE M",null,null,null,null,null,null,null,null
"OK STUDENT LOAN AUTHOR",null,null,null,null,null,null,null,null
"OKINUS INC",null,null,null,null,null,null,null,null
"OKINUS, INC",null,null,null,null,null,null,null,null
"OKLA ED CRUN",null,null,null,null,null,null,null,null
"OKLAHOMA AGCREDIT, A",null,null,null,null,null,null,null,null
"OKLAHOMA CEN",null,null,null,null,null,null,null,null
"OKLAHOMA CENTRAL CRE",null,null,null,null,null,null,null,null
"OKLAHOMA COMMUNITY C",null,null,null,null,null,null,null,null
"OKLAHOMA COMMUNITY CU",null,null,null,null,null,null,null,null
"OKLAHOMA EDUCATORS CU",null,null,null,null,null,null,null,null
"OKLAHOMA S C",null,null,null,null,null,null,null,null
"OKLAHOMAS CU FKA OECU",null,null,null,null,null,null,null,null
"OLD HICKORY CR UN/MA",null,null,null,null,null,null,null,null
"OLD HICKORY CREDIT UNI",null,null,null,null,null,null,null,null
"OLD NATIONAL BANK",null,null,null,null,null,null,null,null
"OLDNATIONLBK",null,null,null,null,null,null,null,null
"OLLAF 2020-1 LLC/HICV",null,null,null,null,null,null,null,null
"OLLO/ALLY",null,null,null,null,null,null,null,null
"OLLO/TBOM",null,null,null,null,null,null,null,null
"OLLO/TBOM/CWS",null,null,null,null,null,null,null,null
"OMAHA POLICE FED C U",null,null,null,null,null,null,null,null
"OMAHA POLICE FEDERAL",null,null,null,null,null,null,null,null
"OMEGA PSI PHI FRATER",null,null,null,null,null,null,null,null
"OMNI FINANCIAL OF NE",null,null,null,null,null,null,null,null
"ON Q FIN INC/DOVENNUEH",null,null,null,null,null,null,null,null
"ON Q FINANCIAL",null,null,null,null,null,null,null,null
"ONE AMERICAN BANK",null,null,null,null,null,null,null,null
"ONE CREDIT S",null,null,null,null,null,null,null,null
"ONEAZ CREDIT UNION",null,null,null,null,null,null,null,null
"ONECREDITSOURCE.COM",null,null,null,null,null,null,null,null
"ONELOAN DIRECT, LLC",null,null,null,null,null,null,null,null
"ONELOANDIRECT/CRB",null,null,null,null,null,null,null,null
"ONEMAIN",null,null,null,null,null,null,null,null
"ONEMAIN FINANCIAL",null,null,null,null,null,null,null,null
"ONEMAIN FINANCIAL GROU",null,null,null,null,null,null,null,null
